"cnpj_basico","cnae_principal","descricao_cnae","cep","bairro","municipio","municipio_nome","capital_social"
"18179981","1435","Desconhecido","5699","ES","27","Desconhecido","0.0"
"18179990","77","Desconhecido","8617","RS","55","Desconhecido","0.0"
"18180001","1020","Desconhecido","3061","SP","15","Desconhecido","0.0"
"18180014","98","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180029","333","Desconhecido","6155","SP","18","Desconhecido","0.0"
"18180039","200","Desconhecido","4331","MG","37","Desconhecido","0.0"
"18180051","00","Desconhecido","1141","PI","86","Desconhecido","0.0"
"18180062","11","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18180078","297","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18180090","266","Desconhecido","3083","BA","74","Desconhecido","0.0"
"18180105","50","Desconhecido","1505","CE","85","Desconhecido","0.0"
"18180114","48","Desconhecido","5883","RJ","24","Desconhecido","0.0"
"16834280","350","Desconhecido","6619","SP","11","Desconhecido","0.0"
"18180140","75","Desconhecido","6363","SP","16","Desconhecido","0.0"
"18180149","695","Desconhecido","6915","SP","19","Desconhecido","0.0"
"18170834","578","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18180176","55 A","Desconhecido","2321","PE","87","Desconhecido","0.0"
"18180191","1267","Desconhecido","8877","RS","51","Desconhecido","0.0"
"18180201","99","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18180214","641","Desconhecido","6493","SP","16","Desconhecido","0.0"
"18180223","32","Desconhecido","0427","PA","91","Desconhecido","0.0"
"34485243","1603","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18180247","SN","Desconhecido","4051","MG","35","Desconhecido","0.0"
"18180256","211","Desconhecido","8055","SC","47","Desconhecido","0.0"
"18180270","221","Desconhecido","4543","MG","31","Desconhecido","0.0"
"18180283","1440","Desconhecido","8207","SC","47","Desconhecido","0.0"
"18180297","989","Desconhecido","9311","TO","63","Desconhecido","0.0"
"18180310","138","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180321","70","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18180335","42-2","Desconhecido","7221","SP","17","Desconhecido","0.0"
"18180344","441","Desconhecido","6511","SP","19","Desconhecido","0.0"
"18180354","SN","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18180370","88","Desconhecido","0077","GO","61","Desconhecido","0.0"
"18180382","1615","Desconhecido","8599","RS","54","Desconhecido","0.0"
"18180390","754","Desconhecido","7057","SP","11","Desconhecido","0.0"
"07756864","945","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18180408","64","Desconhecido","7117","SP","19","Desconhecido","0.0"
"18180418","135","Desconhecido","8959","RS","54","Desconhecido","0.0"
"18180432","2045","Desconhecido","8297","SC","47","Desconhecido","0.0"
"18180443","1169","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180457","121","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18180470","6800","Desconhecido","8433","RS","51","Desconhecido","0.0"
"18180484","368","Desconhecido","1931","PB","83","Desconhecido","0.0"
"18180494","07","Desconhecido","3515","BA","75","Desconhecido","0.0"
"18180506","499","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180519","290","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18180530","463","Desconhecido","6163","SP","16","Desconhecido","0.0"
"18180544","89","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180559","S/N","Desconhecido","6611","SP","11","Desconhecido","0.0"
"18180572","192","Desconhecido","3327","BA","77","Desconhecido","0.0"
"18180582","96","Desconhecido","4675","MG","37","Desconhecido","0.0"
"18180594","SN","Desconhecido","3759","BA","75","Desconhecido","0.0"
"18180606","873","Desconhecido","6219","SP","14","Desconhecido","0.0"
"18180618","58","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180630","47","Desconhecido","3443","BA","74","Desconhecido","0.0"
"18180644","141","Desconhecido","8599","RS","54","Desconhecido","0.0"
"18180656","488","Desconhecido","7233","SP","11","Desconhecido","0.0"
"08854032","S/N","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18180675","136","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180689","2152","Desconhecido","6619","SP","11","Desconhecido","0.0"
"18180702","46","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18180713","SN","Desconhecido","6043","RS","51","Desconhecido","0.0"
"18180728","1250","Desconhecido","7791","PR","42","Desconhecido","0.0"
"18180741","11","Desconhecido","1599","CE","85","Desconhecido","0.0"
"18180755","118","Desconhecido","7885","PR","41","Desconhecido","0.0"
"18180764","70","Desconhecido","6511","SP","19","Desconhecido","0.0"
"18180776","450","Desconhecido","6311","SP","12","Desconhecido","0.0"
"18180787","775","Desconhecido","8221","SC","47","Desconhecido","0.0"
"18180798","2218","Desconhecido","7135","SP","16","Desconhecido","0.0"
"18180811","575","Desconhecido","1323","CE","85","Desconhecido","0.0"
"09430324","2555","Desconhecido","8877","RS","51","Desconhecido","0.0"
"18180833","247","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18180845","2800","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18180857","596","Desconhecido","8327","SC","48","Desconhecido","0.0"
"18180873","162","Desconhecido","8151","SC","49","Desconhecido","0.0"
"18180882","212","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18180890","481","Desconhecido","9473","GO","64","Desconhecido","0.0"
"18180903","75","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18180915","99","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18180929","1150","Desconhecido","4123","MG","31","Desconhecido","0.0"
"12070152","656","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18180953","1584","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18180964","426","Desconhecido","1761","RN","84","Desconhecido","0.0"
"18180979","10","Desconhecido","0427","PA","91","Desconhecido","0.0"
"92581016","939","Desconhecido","5987","RS","54","Desconhecido","0.0"
"18181003","3E","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18181019","130","Desconhecido","4501","MG","35","Desconhecido","0.0"
"18181029","1965","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18181043","10","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18181054","445","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18181066","86","Desconhecido","2457","PE","81","Desconhecido","0.0"
"18181079","LT 01","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18181093","81","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18181105","48","Desconhecido","0427","PA","91","Desconhecido","0.0"
"18181119","136","Desconhecido","5415","MG","38","Desconhecido","0.0"
"18181130","41","Desconhecido","4663","MG","33","Desconhecido","0.0"
"18181148","109","Desconhecido","5697","ES","27","Desconhecido","0.0"
"13835794","52","Desconhecido","6511","SP","19","Desconhecido","0.0"
"18181171","597","Desconhecido","0301","RR","95","Desconhecido","0.0"
"18181183","54","Desconhecido","8327","SC","48","Desconhecido","0.0"
"18181192","402","Desconhecido","0761","MA","98","Desconhecido","0.0"
"18181201","153","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18181213","9998","Desconhecido","3981","BA","75","Desconhecido","0.0"
"18181229","48","Desconhecido","3573","BA","73","Desconhecido","0.0"
"20200509","84","Desconhecido","1921","PB","83","Desconhecido","0.0"
"12759384","47","Desconhecido","4501","MG","35","Desconhecido","0.0"
"18181260","140","Desconhecido","8927","RS","51","Desconhecido","0.0"
"18181276","77","Desconhecido","3871","BA","71","Desconhecido","0.0"
"16611696","387","Desconhecido","3833","BA","75","Desconhecido","0.0"
"18181300","39","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18181317","67","Desconhecido","8771","RS","51","Desconhecido","0.0"
"18181329","0","Desconhecido","9705","TO","63","Desconhecido","0.0"
"18181340","3302","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18181352","01","Desconhecido","9701","DF","61","Desconhecido","0.0"
"20499566","35","Desconhecido","4527","MG","31","Desconhecido","0.0"
"18181374","317","Desconhecido","6671","SP","11","Desconhecido","0.0"
"18181385","107","Desconhecido","2513","PE","81","Desconhecido","0.0"
"18181401","710","Desconhecido","7107","SP","11","Desconhecido","0.0"
"12627935","53 E","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18181430","535","Desconhecido","7965","PR","45","Desconhecido","0.0"
"18181441","31","Desconhecido","8599","RS","54","Desconhecido","0.0"
"18181451","S/N","Desconhecido","9325","GO","61","Desconhecido","0.0"
"18181464","40","Desconhecido","5143","MG","31","Desconhecido","0.0"
"18181473","53","Desconhecido","0877","MA","99","Desconhecido","0.0"
"11253199","139","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18181497","0000","Desconhecido","5901","RJ","21","Desconhecido","0.0"
"18181509","79","Desconhecido","8511","RS","51","Desconhecido","0.0"
"18181517","BOX 15","Desconhecido","0007","RO","69","Desconhecido","0.0"
"18181528","85","Desconhecido","7565","PR","46","Desconhecido","0.0"
"17638738","327E","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18181555","372","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18181567","S/N","Desconhecido","6503","SP","16","Desconhecido","0.0"
"18181580","315","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18181591","18","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18181603","107","Desconhecido","1373","CE","85","Desconhecido","0.0"
"18181617","250","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18181627","750","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18181641","235","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18181653","68","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18181665","2637","Desconhecido","7493","PR","45","Desconhecido","0.0"
"18181682","150","Desconhecido","8127","SC","47","Desconhecido","0.0"
"18181695","1150","Desconhecido","1389","CE","85","Desconhecido","0.0"
"15832490","80","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18181721","99","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18181737","383","Desconhecido","0427","PA","91","Desconhecido","0.0"
"18181746","90","Desconhecido","2417","PE","81","Desconhecido","0.0"
"18181759","53","Desconhecido","0921","MA","98","Desconhecido","0.0"
"18181772","334","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18181785","295","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18181797","21","Desconhecido","3965","BA","77","Desconhecido","0.0"
"18181808","1746","Desconhecido","7689","PR","44","Desconhecido","0.0"
"18181821","518","Desconhecido","1159","PI","89","Desconhecido","0.0"
"18181832","2387","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18181846","104","Desconhecido","6545","SP","11","Desconhecido","0.0"
"18181856","39","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18181868","177","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18181881","20","Desconhecido","2909","RJ","21","Desconhecido","0.0"
"17800530","558","Desconhecido","1447","CE","88","Desconhecido","0.0"
"18181905","5388","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18181914","29","Desconhecido","6579","SP","11","Desconhecido","0.0"
"18181929","80","Desconhecido","5407","MG","38","Desconhecido","0.0"
"18181939","240","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18181951","1850","Desconhecido","7047","SP","11","Desconhecido","0.0"
"70044581","665","Desconhecido","1759","RN","84","Desconhecido","0.0"
"18181975","87","Desconhecido","7769","PR","41","Desconhecido","0.0"
"18181987","44","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18182001","96","Desconhecido","7107","SP","11","Desconhecido","0.0"
"14543042","KM 271","Desconhecido","7157","SP","11","Desconhecido","0.0"
"18182025","30","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18182039","980","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18182053","170","Desconhecido","6639","SP","19","Desconhecido","0.0"
"17220404","251","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18182076","SN","Desconhecido","6857","SP","15","Desconhecido","0.0"
"09409659","3726","Desconhecido","8791","RS","53","Desconhecido","0.0"
"18182099","140","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18182112","37","Desconhecido","8763","RS","51","Desconhecido","0.0"
"02487303","527","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18182134","151","Desconhecido","8669","RS","54","Desconhecido","0.0"
"18182146","1472","Desconhecido","2457","PE","81","Desconhecido","0.0"
"18182158","703","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18182173","160","Desconhecido","7239","SP","17","Desconhecido","0.0"
"18182183","3851","Desconhecido","8791","RS","53","Desconhecido","0.0"
"74533357","98","Desconhecido","6213","SP","11","Desconhecido","0.0"
"18182207","CL 09","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18182221","258","Desconhecido","0605","AP","96","Desconhecido","0.0"
"18182231","669","Desconhecido","3515","BA","75","Desconhecido","0.0"
"18182242","SN","Desconhecido","2143","PB","83","Desconhecido","0.0"
"12526450","325","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18182268","600","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18182277","273","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18182289","1","Desconhecido","2391","PE","21","Desconhecido","0.0"
"18182305","950","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18182316","859","Desconhecido","8289","SC","47","Desconhecido","0.0"
"16579481","480","Desconhecido","6717","SP","19","Desconhecido","0.0"
"18182339","1245","Desconhecido","4753","MG","33","Desconhecido","0.0"
"03304892","S/N","Desconhecido","2853","AL","51","Desconhecido","0.0"
"18182369","761","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18182381","CS 06","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18182393","01","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18182407","156","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18182417","5","Desconhecido","5819","RJ","21","Desconhecido","0.0"
"18182431","526","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18182445","13","Desconhecido","1495","CE","85","Desconhecido","0.0"
"18182455","254","Desconhecido","4895","MG","31","Desconhecido","0.0"
"10835735","191","Desconhecido","7075","SP","11","Desconhecido","0.0"
"12850027","2901","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18182483","608","Desconhecido","5697","ES","27","Desconhecido","0.0"
"18182498","105","Desconhecido","1761","RN","84","Desconhecido","0.0"
"18182514","551","Desconhecido","6291","SP","19","Desconhecido","0.0"
"13818645","160","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18182534","2700","Desconhecido","8501","RS","55","Desconhecido","0.0"
"18182546","471","Desconhecido","2649","MG","31","Desconhecido","0.0"
"18182557","38","Desconhecido","9379","GO","64","Desconhecido","0.0"
"18182569","3000","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18182578","302","Desconhecido","7493","PR","45","Desconhecido","0.0"
"18182588","592","Desconhecido","4723","MG","31","Desconhecido","0.0"
"18182599","SN","Desconhecido","7063","SP","19","Desconhecido","0.0"
"08478087","S/N","Desconhecido","6155","SP","18","Desconhecido","0.0"
"18182621","324","Desconhecido","4625","MG","31","Desconhecido","0.0"
"18182633","185","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18182648","177","Desconhecido","6607","SP","14","Desconhecido","0.0"
"18182660","104","Desconhecido","7115","SP","11","Desconhecido","0.0"
"18182673","632","Desconhecido","4667","MG","34","Desconhecido","0.0"
"18182684","1797","Desconhecido","7751","PR","46","Desconhecido","0.0"
"18182697","98","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18182710","780","Desconhecido","4985","MG","31","Desconhecido","0.0"
"18182721","0","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18182732","34","Desconhecido","4133","MG","31","Desconhecido","0.0"
"18182745","257","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18182756","01","Desconhecido","2591","PE","99","Desconhecido","0.0"
"18182771","1134","Desconhecido","9095","MT","66","Desconhecido","0.0"
"18182781","260","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18182795","988","Desconhecido","7157","SP","11","Desconhecido","0.0"
"18182806","41","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18182815","87","Desconhecido","7565","PR","46","Desconhecido","0.0"
"18182829","63","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18182841","643","Desconhecido","8507","RS","55","Desconhecido","0.0"
"18182854","113","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18182866","621","Desconhecido","4251","MG","34","Desconhecido","0.0"
"18182879","115","Desconhecido","5249","MG","32","Desconhecido","0.0"
"18182888","1","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18182903","345","Desconhecido","7727","PR","42","Desconhecido","0.0"
"18182917","45","Desconhecido","8047","SC","47","Desconhecido","0.0"
"18182927","000","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18182938","130","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18182948","322","Desconhecido","8705","RS","55","Desconhecido","0.0"
"18182961","587","Desconhecido","9433","GO","64","Desconhecido","0.0"
"18182971","171","Desconhecido","4683","MG","34","Desconhecido","0.0"
"18182987","SN","Desconhecido","8451","PR","42","Desconhecido","0.0"
"18182999","312","Desconhecido","2457","PE","81","Desconhecido","0.0"
"18183011","872","Desconhecido","6875","SP","19","Desconhecido","0.0"
"18183023","297","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18183036","23","Desconhecido","9167","MT","32","Desconhecido","0.0"
"18183048","844","Desconhecido","8785","RS","54","Desconhecido","0.0"
"18183060","359","Desconhecido","4309","MG","35","Desconhecido","0.0"
"18183074","210","Desconhecido","8259","SC","47","Desconhecido","0.0"
"18183089","5199","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18183099","SN","Desconhecido","3897","BA","75","Desconhecido","0.0"
"18183112","130","Desconhecido","8507","RS","55","Desconhecido","0.0"
"18183121","544","Desconhecido","8927","RS","51","Desconhecido","0.0"
"18183136","110","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18183150","502","Desconhecido","9151","MT","66","Desconhecido","0.0"
"18183164","197","Desconhecido","6501","SP","14","Desconhecido","0.0"
"18183177","SN","Desconhecido","4421","MG","62","Desconhecido","0.0"
"18183189","SN","Desconhecido","9517","GO","64","Desconhecido","0.0"
"18183200","362","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18183214","LT 12","Desconhecido","2911","RJ","21","Desconhecido","0.0"
"18183225","125","Desconhecido","4763","MG","35","Desconhecido","0.0"
"18183240","18","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18183250","01","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18183261","1250","Desconhecido","0535","PA","93","Desconhecido","0.0"
"18183268","245","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18183278","75","Desconhecido","8105","SC","48","Desconhecido","0.0"
"13652658","53","Desconhecido","8619","RS","55","Desconhecido","0.0"
"18183305","170","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18183320","612","Desconhecido","9195","MT","66","Desconhecido","0.0"
"18183334","2467","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18183347","694","Desconhecido","9571","GO","64","Desconhecido","0.0"
"18183356","127","Desconhecido","4359","MG","31","Desconhecido","0.0"
"18183369","2511","Desconhecido","5541","SC","48","Desconhecido","0.0"
"18183382","74","Desconhecido","7675","PR","44","Desconhecido","0.0"
"18183393","135","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18183405","146","Desconhecido","5867","RJ","22","Desconhecido","0.0"
"18183413","839","Desconhecido","2705","AL","82","Desconhecido","0.0"
"18183425","0","Desconhecido","9375","GO","64","Desconhecido","0.0"
"18183437","67","Desconhecido","1549","CE","85","Desconhecido","0.0"
"18183453","67B","Desconhecido","7647","PR","43","Desconhecido","0.0"
"18183463","559","Desconhecido","5883","RJ","24","Desconhecido","0.0"
"18183478","0","Desconhecido","7245","SP","17","Desconhecido","0.0"
"18183490","1723","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18183501","319","Desconhecido","8953","RS","54","Desconhecido","0.0"
"18183515","1057","Desconhecido","6853","SP","13","Desconhecido","0.0"
"18183531","18","Desconhecido","1505","CE","85","Desconhecido","0.0"
"18183544","296","Desconhecido","2959","SP","19","Desconhecido","0.0"
"18183552","950","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18183568","100","Desconhecido","8219","SC","48","Desconhecido","0.0"
"18183581","9","Desconhecido","7225","SP","19","Desconhecido","0.0"
"18183595","217","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18183604","88","Desconhecido","5821","RJ","22","Desconhecido","0.0"
"18183617","191","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18183631","171","Desconhecido","6361","SP","11","Desconhecido","0.0"
"18183641","60","Desconhecido","1569","CE","88","Desconhecido","0.0"
"18183651","155","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18183663","19","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18183676","67A","Desconhecido","7647","PR","43","Desconhecido","0.0"
"18183689","612","Desconhecido","8559","RS","51","Desconhecido","0.0"
"18183698","136","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18183709","837","Desconhecido","8959","RS","54","Desconhecido","0.0"
"18183724","108","Desconhecido","6131","SP","19","Desconhecido","0.0"
"18183736","1650","Desconhecido","8321","SC","48","Desconhecido","0.0"
"09641604","S/N","Desconhecido","4517","MG","31","Desconhecido","0.0"
"18183762","663B","Desconhecido","5615","ES","27","Desconhecido","0.0"
"18183775","139","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18183788","1937","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18183801","63","Desconhecido","6519","SP","14","Desconhecido","0.0"
"18183816","3467","Desconhecido","1219","PI","86","Desconhecido","0.0"
"18183827","1210 A","Desconhecido","9221","GO","62","Desconhecido","0.0"
"18183841","187","Desconhecido","8781","RS","55","Desconhecido","0.0"
"15345716","109","Desconhecido","5819","RJ","22","Desconhecido","0.0"
"18183868","289","Desconhecido","6209","SP","19","Desconhecido","0.0"
"18183880","327","Desconhecido","8039","SC","47","Desconhecido","0.0"
"18183892","90","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18183904","260","Desconhecido","7145","SP","15","Desconhecido","0.0"
"18183918","64","Desconhecido","4661","MG","35","Desconhecido","0.0"
"12472183","301","Desconhecido","6979","SP","19","Desconhecido","0.0"
"18183937","1017","Desconhecido","1383","CE","88","Desconhecido","0.0"
"18183952","819","Desconhecido","8955","RS","51","Desconhecido","0.0"
"18183965","179","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18183977","136","Desconhecido","6717","SP","19","Desconhecido","0.0"
"18183990","132","Desconhecido","8935","RS","51","Desconhecido","0.0"
"18184008","163","Desconhecido","7089","SP","16","Desconhecido","0.0"
"18184021","206","Desconhecido","5703","ES","27","Desconhecido","0.0"
"12109031","320","Desconhecido","7455","PR","42","Desconhecido","0.0"
"18184043","28","Desconhecido","6953","SP","13","Desconhecido","0.0"
"17978641","194","Desconhecido","5705","ES","27","Desconhecido","0.0"
"18184068","00","Desconhecido","0858","PR","42","Desconhecido","0.0"
"18184081","2924","Desconhecido","7805","PR","45","Desconhecido","0.0"
"18184094","230","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18184107","3028","Desconhecido","6597","SP","17","Desconhecido","0.0"
"18184121","SN","Desconhecido","8325","SC","49","Desconhecido","0.0"
"18184133","89","Desconhecido","5371","MG","33","Desconhecido","0.0"
"18184146","146","Desconhecido","7819","PR","43","Desconhecido","0.0"
"18184155","194","Desconhecido","7107","SP","11","Desconhecido","0.0"
"73709958","181","Desconhecido","8143","SC","51","Desconhecido","0.0"
"18184179","247","Desconhecido","8137","SC","48","Desconhecido","0.0"
"18184189","45","Desconhecido","3913","BA","71","Desconhecido","0.0"
"18184202","56","Desconhecido","6251","SP","11","Desconhecido","0.0"
"18184211","SN","Desconhecido","0119","MT","66","Desconhecido","0.0"
"18184222","71","Desconhecido","7071","SP","13","Desconhecido","0.0"
"18184233","384","Desconhecido","4111","MG","32","Desconhecido","0.0"
"18184247","221","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18184256","107 B","Desconhecido","0423","PA","91","Desconhecido","0.0"
"18184273","35","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18184286","354","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18184300","150","Desconhecido","6361","SP","11","Desconhecido","0.0"
"18184310","736","Desconhecido","7155","SP","16","Desconhecido","0.0"
"18184320","124","Desconhecido","9559","TO","63","Desconhecido","0.0"
"18184332","709","Desconhecido","2427","PE","81","Desconhecido","0.0"
"18184345","815","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18184359","232","Desconhecido","5373","MG","31","Desconhecido","0.0"
"18184372","11","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18184385","S/N","Desconhecido","6671","SP","11","Desconhecido","0.0"
"18184392","424","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18184405","1867","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18184418","90","Desconhecido","0773","MA","99","Desconhecido","0.0"
"18184430","2627","Desconhecido","8987","MT","66","Desconhecido","0.0"
"14598003","2380","Desconhecido","8831","RS","55","Desconhecido","0.0"
"18184454","255","Desconhecido","4005","MG","31","Desconhecido","0.0"
"18184468","922","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18184484","565","Desconhecido","8275","SC","47","Desconhecido","0.0"
"18184495","70","Desconhecido","4107","MG","31","Desconhecido","0.0"
"18184509","82","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18184518","1834","Desconhecido","6979","SP","19","Desconhecido","0.0"
"18184533","000","Desconhecido","9013","MS","67","Desconhecido","0.0"
"18184542","2010","Desconhecido","0471","PA","93","Desconhecido","0.0"
"11363727","86","Desconhecido","5847","RJ","22","Desconhecido","0.0"
"16731692","815","Desconhecido","4595","MG","31","Desconhecido","0.0"
"18184578","93","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18184589","422","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18184603","1591","Desconhecido","6717","SP","19","Desconhecido","0.0"
"18184615","64","Desconhecido","5413","MG","35","Desconhecido","0.0"
"08746665","355","Desconhecido","7107","SP","11","Desconhecido","0.0"
"15630242","510SW","Desconhecido","1046","MT","65","Desconhecido","0.0"
"18184653","50","Desconhecido","3807","BA","33","Desconhecido","0.0"
"18184667","1051","Desconhecido","8685","RS","51","Desconhecido","0.0"
"18184679","701","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18184691","281","Desconhecido","5453","PR","41","Desconhecido","0.0"
"18184699","271","Desconhecido","0443","PA","91","Desconhecido","0.0"
"18184714","700","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18184723","307","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18184740","154","Desconhecido","4895","MG","31","Desconhecido","0.0"
"18184751","1660","Desconhecido","7333","RS","54","Desconhecido","0.0"
"18184768","65","Desconhecido","6511","SP","19","Desconhecido","0.0"
"18184778","57","Desconhecido","6717","SP","19","Desconhecido","0.0"
"18184786","22","Desconhecido","7125","SP","14","Desconhecido","0.0"
"18184799","274","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18184810","290","Desconhecido","5611","ES","27","Desconhecido","0.0"
"18184828","891","Desconhecido","6369","SP","12","Desconhecido","0.0"
"18184841","420","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18184850","750","Desconhecido","6607","SP","14","Desconhecido","0.0"
"18184860","43","Desconhecido","5645","ES","22","Desconhecido","0.0"
"18184872","5425","Desconhecido","8511","RS","51","Desconhecido","0.0"
"18184888","625","Desconhecido","6701","SP","17","Desconhecido","0.0"
"18184901","42","Desconhecido","0889","MA","98","Desconhecido","0.0"
"18184910","1590","Desconhecido","1139","PI","89","Desconhecido","0.0"
