"cnpj_basico","cnae_principal","cep","bairro","municipio","capital_social"
"18118233","67","474","COELHO RODRIGUES","RUA","0.0"
"18118246","01","SN","JOSE TOMACHESKI","RUA","0.0"
"18118255","75","25","12","RUA","0.0"
"18118269","01","233","DAS GRUMIXAMAS","RUA","0.0"
"18118283","63","1065","PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA","ESTRADA","0.0"
"18118296","01","107","MARIO SPERA","RUA","0.0"
"18118310","01","557","NORDESTINA","AVENIDA","0.0"
"18118325","67","395","VEREADOR MANOEL CORINGA DE LEMOS","RUA","0.0"
"12213289","63","196","IRACEMA","ALAMEDA","0.0"
"18118350","01","5701","DEP BENEDITO MATARAZZO","AVENIDA","0.0"
"18118365","00","sn","PRINCIPAL","RUA","0.0"
"17538060","01","2304","RUI BARBOSA","AVENIDA","0.0"
"18118387","67","300","PRUDENTE DE MORAIS","RUA","0.0"
"18118400","63","79","LUISA MARIA ROSA","RUA","0.0"
"18118410","67","220","DO BRILHANTE","RUA","0.0"
"18118423","01","400","AMAZONAS","RUA","0.0"
"18118434","00","115","FIGURINHA BICUDA","RUA","0.0"
"18118445","67","195","ROBERTO HENK","RUA","0.0"
"14318384","01","1329","IGUAPORE","RUA","0.0"
"13671594","01","79","PROFESSOR DARIO DE QUEIROZ","RUA","0.0"
"18118492","00","877","MARIZA DE SOUZA MENDES","AVENIDA","0.0"
"18118503","01","SN","16","RUA","0.0"
"18118516","00","79","PRIMEIRO DE MAIO","RUA","0.0"
"18118531","00","528","BARRA GRANDE","RUA","0.0"
"18118544","00","4040","JOSE DIAS LOPES","RUA","0.0"
"18118556","67","81","JOAQUIM BASTOS","PRACA","0.0"
"18118572","01","601","ITALIA","RUA","0.0"
"18118583","01","403","ARQUITETO FRANCISCO BECK","RUA","0.0"
"18118595","63","71","VIDAL BARBOSA","RUA","0.0"
"18118607","00","34","VINTE E OITO","RUA","0.0"
"18118622","67","293","SAO LUCAS","AVENIDA","0.0"
"13210864","01","869","XV DE NOVEMBRO","RUA","0.0"
"18118648","67","4A","SANTA MARIA","TRAVESSA","0.0"
"18118660","01","236","MARIA JOSE DE SOUZA PEDREIRA","RUA","0.0"
"18118671","01","98","MIGUEL AUGUSTO DOS REIS","RUA","0.0"
"18118684","00","805","ANTAO FERREIRA DO VALE","RUA","0.0"
"18118697","01","41","WASCHINTON LUIS","RUA","0.0"
"18118710","63","SN","A-3 (EST STA VERIDIANA)","VIA","0.0"
"18118724","01","154","CAROLINA","RUA","0.0"
"18118739","63","859","SAO PAULO","AVENIDA","0.0"
"18118751","01","576","SETE DE SETEMBRO","RUA","0.0"
"18118764","67","1592","DOM LUIZ DE SOUZA","RUA","0.0"
"18118776","67","3996","MARTIN LUTHER KING","AVENIDA","0.0"
"18118787","01","530","PARA","RUA","0.0"
"18118797","00","64","CAMPO VERDE","RUA","0.0"
"18118812","01","489","OITOI","RUA","0.0"
"18118821","01","313","VIRGILIO BENTO DE QUEIROZ","RUA","0.0"
"18118837","67","SN","VELASQUES","RUA","0.0"
"18118852","00","81","JORNALISTA WILSON ANGELO","RUA","0.0"
"18118868","67","1129","OTACILIO PEDRO VASCO","RUA","0.0"
"18118879","01","165","BEIJA-FLOR-BRANCO","RUA","0.0"
"18118892","01","721","CASCAVEL","RUA","0.0"
"18118905","01","4620","DEZESSEIS","RUA","0.0"
"18118916","01","745","JOAO TORRES","AVENIDA","0.0"
"18118929","01","S/N","JOSE VALDEVINO","RUA","0.0"
"18118941","01","51","LIMEIRA","RUA","0.0"
"18118958","00","SN","PRINCIPAL","RUA","0.0"
"18118971","01","000000","Aeroporto","AVENIDA","0.0"
"18118982","01","338","ARTHUR RAMOS","RUA","0.0"
"16827542","63","234","MINISTRO SERGIO MOTA","AVENIDA","0.0"
"18119010","00","361","BENJAMIN CONSTANT","RUA","0.0"
"18119023","01","S/N","VIVANDEIRO SANTOS DO VALLE","RUA","0.0"
"18119036","01","492","ARTHUR LEINIG","RUA","0.0"
"18119046","01","06","TANCREDO NEVES","PRACA","0.0"
"18119059","01","201","EGILIO VITORELLO","ESTRADA","0.0"
"18119069","00","1706","VIRGILIO MALTA","RUA","0.0"
"18119078","75","101","JOSE MARTINHO COELHO","RUA","0.0"
"18119091","00","43","DA CONDESSA","RUA","0.0"
"18119101","01","19","TRAVESSA DA PAZ","RUA","0.0"
"18119113","01","90","MAURICIO LEO","AVENIDA","0.0"
"18119125","01","75","EUGENIO MARIANO ROSSIN","RUA","0.0"
"14812257","63","1059","JULIO DE CASTILHOS","AVENIDA","0.0"
"18119152","67","103","FIRMINO DE BARROS","RUA","0.0"
"18119166","00","2","SOLDADO SERVINO MENGAROA","RUA","0.0"
"07306162","00","00115","CARLOS VIEIRA","RUA","0.0"
"18119194","00","31","DOUTOR MOACIR SAMPAIO","RUA","0.0"
"18119207","01","2197","DA AGUA BRANCA","ESTRADA","0.0"
"18119220","01","22","BENTEVI","RUA","0.0"
"18119233","67","264","DOUTOR ODILON","RUA","0.0"
"18119249","00","08","CIRCULAR","AVENIDA","0.0"
"18119260","00","71","ANGELO SELEGHIN","RUA","0.0"
"18119276","67","107","DOUTOR PEREIRA DOS SANTOS","RUA","0.0"
"18119286","00","S/N","BERNARDO SAYAO","AVENIDA","0.0"
"18119301","01","579","QUATRO","RUA","0.0"
"18119309","01","241","OROZIMBO PARMEGIANI","RUA","0.0"
"18119324","01","192","ROBERTO MUNIZ SOUZA","RUA","0.0"
"18119333","01","184","VILMA APARECIDA DE SOUZA","RUA","0.0"
"18119350","00","645","CLEMENTE SANTANA","AVENIDA","0.0"
"18119365","01","63","SOLAR DAS ARVORES","CONJUNTO","0.0"
"18119381","00","1-68","LAURINDO PALARO","RUA","0.0"
"18119391","63","80","CANELEIRAS","ESTRADA","0.0"
"10298527","01","1797","VINTE E SEIS","RUA","0.0"
"18119415","63","1891","LUIS TARQUINIO PONTES","AVENIDA","0.0"
"18119427","00","6900","LUCIO COSTA","AVENIDA","0.0"
"18119441","01","72","ABETARDA","RUA","0.0"
"18119454","00","01","SAO PAULO QUADRA 18 CHACARA 01 LOTE","RUA","0.0"
"03816094","00","1247","JOAO CARDOSO AIRES","RUA","0.0"
"18119475","01","521","FERNANDES DA CUNHA","AVENIDA","0.0"
"18119491","01","SN","CENTRAL","AVENIDA","0.0"
"18119508","01","660","RADIAL LESTE","AVENIDA","0.0"
"18119520","01","210","15 DE NOVEMBRO","RUA","0.0"
"18119534","01","30","FLORESTA","RUA","0.0"
"18119544","63","226","ANTONIO LISBOA DA CRUZ","RUA","0.0"
"18119556","63","878","SANTA CECILIA","RUA","0.0"
"18119567","01","169","PADRE MARCAL RODRIGUES","RUA","0.0"
"18119580","67","632","PROFESSOR MOREIRA","RUA","0.0"
"12704910","01","291","INDUSTRIAL LEOPOLDO SCHMALZ","RUA","0.0"
"02158816","00","728","PAGNONCELLI","RUA","0.0"
"18119616","01","738","OSVALDO SAUER","RUA","0.0"
"02158816","00","323","NEREU RAMOS","AVENIDA","0.0"
"18119645","00","72","ERNANI SALOMAO ROSAS RIBEIRO","RUA","0.0"
"18119658","00","S/N","QE 32 BLOCO B LOJA 02/06","QUADRA","0.0"
"18119667","01","75","TIRADENTES","PRACA","0.0"
"18119683","00","14","MARTINIANO DE CARVALHO","RUA","0.0"
"18119696","01","33","13 de Maio","PRACA","0.0"
"18119709","67","508","DAS ORQUIDEAS","RUA","0.0"
"18119723","67","945","ZORAIDE ALEXANDRE","RUA","0.0"
"18119734","01","202","QUINTO GIONGO","AVENIDA","0.0"
"18119747","00","2665","ADELIA FRANCO","AVENIDA","0.0"
"18119765","01","S/N","04 COND ITAPOA CJ I","QUADRA","0.0"
"18119778","63","294","TEODORO KAIZEL","RUA","0.0"
"18119790","00","176 A","MANOEL ANDRADE","RUA","0.0"
"18119803","00","2960","GERAL","ESTRADA","0.0"
"18119815","01","1412","SERGIO FERREIRA DA SILVA","RUA","0.0"
"18119830","00","267","CARLOS ALBERTO","RUA","0.0"
"18119843","63","4900","DO PIAI","ESTRADA","0.0"
"18119854","67","213","CANDIDO LOPES","RUA","0.0"
"18119869","00","1002","RIBEIRO DE BRITO","RUA","0.0"
"18119881","01","187","JOSE GONCALVES MENDONCA","RUA","0.0"
"18119894","01","420","NIBELE UGIONI","RUA","0.0"
"18119906","00","195","SERRA DOURADA","RUA","0.0"
"18119921","67","251","SALVADOR BESSA","RUA","0.0"
"18119934","01","32","SAO JUDAS","RUA","0.0"
"18119945","01","3282","  NORTE SUL","10A AVENIDA","0.0"
"18119956","01","SN","SANTOS DUMONT","RUA","0.0"
"18119969","01","1680","ARTHUR MARTINS FRANCO","RUA","0.0"
"18119983","63","747","RUI BARBOSA","RUA","0.0"
"18119996","00","33","ILSOGNO DI ANARELLO","RUA","0.0"
"18120010","01","409","LUIS DE ALMEIDA CARVALHO","RUA","0.0"
"18120023","01","S/N","TENENTE-CORONEL DUARTE","AVENIDA","0.0"
"18120036","01","184","OURO PRETO","RUA","0.0"
"18120047","00","959","APARICIO FERREIRA","RUA","0.0"
"18120061","00","126","IRACEMA","RUA","0.0"
"18120075","00","39","PRINCIPAL 01","AVENIDA","0.0"
"18120083","63","70","UBALDINO DO AMARAL","RUA","0.0"
"18120095","67","85","MARTIN AFONSO DE SOUZA","RUA","0.0"
"18120104","00","SN","QUADRA 305 CONJUNTO 2","QUADRA","0.0"
"18120116","01","S/N","LAURO SODRE","RUA","0.0"
"18120129","00","477","GAVIAO DE COLEIRA - ATE 399/400","RUA","0.0"
"18120144","00","69","KARIPUNAS","AVENIDA","0.0"
"18120158","67","39","SQ 16 QUADRA 10","QUADRA","0.0"
"18120169","01","SN","JOAO ALVES","RUA","0.0"
"18120181","63","158","AFONSO ARINOS","RUA","0.0"
"18120193","01","206","LOPES FRANCO","RUA","0.0"
"13211406","00","S/N","MUNICIPAL AURIFLAMA - VERTENTE","ESTRADA","0.0"
"18120217","00","S/N","JOSE LEITE BEZERRA","RUA","0.0"
"18120228","00","S/N","GLEBA 1 A 2 FAZENDA SAIA VELHA ZONA DE EXPANSAO URBANA","FAZENDA","0.0"
"18120243","01","181","CORONEL ANTONIO SANTIAGO","RUA","0.0"
"16616915","63","210","TENENTE NORONHA","RUA","0.0"
"18120268","00","105","DOM JOSE BAREA","RUA","0.0"
"18120284","67","22","GUANABARA","AVENIDA","0.0"
"18120297","63","325","PROJETADA - 48 (CJ ELIAS XIMENES DO PRADO)","RUA","0.0"
"18120310","67","468","RIO AMAZONAS","AVENIDA","0.0"
"18120322","63","140","ATALAIA VELHA","RUA","0.0"
"18120339","00","312","DO CAFE, KM 02","RODOVIA","0.0"
"18120349","01","SN","SHCS CL QUADRA 202","SETOR","0.0"
"18120363","75","483","PREFEITO BETO LIRA","AVENIDA","0.0"
"18120375","01","209","TULIPA","TRAVESSA","0.0"
"18120389","01","350","FRANCISCO LUIZ VIEGAS","RUA","0.0"
"18120399","00","KM 492","BR-381 FERNAO DIAS","RODOVIA","0.0"
"18120412","63","156","CENTO E TRINTA E NOVE","RUA","0.0"
"14203553","01","150","ALAMEDA CONSOLACAO","RUA","0.0"
"18120440","00","1200","CARLOS GOMES","AVENIDA","0.0"
"18120455","00","25","CLEOPATRA","RUA","0.0"
"14502568","01","8","WE-79 (CIDADE NOVA VI)","TRAVESSA","0.0"
"18120481","01","885","AMAZONAS","AVENIDA","0.0"
"18120494","01","196","JOAQUIM FIGUEIREDO","RUA","0.0"
"16616941","01","806","DAS OLIVEIRAS","RUA","0.0"
"12898437","63","27","SOLDADO ANTONIO MATIAS DE CAMARGO","RUA","0.0"
"18120531","01","58","DOUTOR FARRULA","ESTRADA","0.0"
"18120544","01","606","MARECHAL FLORIANO PEIXOTO 2: PISO SALA 15","RUA","0.0"
"18120555","00","268","FRANCISCO MASIEIRO","RUA","0.0"
"18120570","01","34","BASTINHO LEONARDO","RUA","0.0"
"18120583","01","88","EMBAIXADOR CAMARA CANTO","RUA","0.0"
"18120594","67","1914","VEREADOR SAMUEL BERTO","RUA","0.0"
"18120602","67","145","ODILON ARAUJO SILVA","RUA","0.0"
"18120614","63","131-C","ARLINDO FAVARO","RUA","0.0"
"18120628","01","588","DAS OLIVEIRAS","RUA","0.0"
"18120643","01","54","CASTELO BRANCO","RUA","0.0"
"18120653","67","65","VALADARES DE CARVALHO","RUA","0.0"
"18120665","67","1916","VEREADOR SAMUEL BERTO","RUA","0.0"
"18120678","01","291","SAO PIO X","RUA","0.0"
"18120692","00","306","AUGUSTO ALVES DA SILVA","RUA","0.0"
"18120705","63","76","DOM EUGENIO SALES","AVENIDA","0.0"
"18120716","01","421","RAMIRO ALEXANDRE DIAS","RUA","0.0"
"18120728","63","01","Principal","AVENIDA","0.0"
"18120743","00","29","ANGELO ESTEVES","RUA","0.0"
"18120755","67","502","SERAFINA CARNEIRO","RUA","0.0"
"07346698","01","51","FRANCISCO IRENE DA SILVA","AVENIDA","0.0"
"18120779","63","425","ADAO COSTA MENDES","RUA","0.0"
"18120792","00","315","MONTEIRO LOBATO","RUA","0.0"
"18120804","01","1036","JOSE MAXIMILIANO DE ANDRADE","RUA","0.0"
"18120823","00","52","ALTINO ALVES DE ABREU","RUA","0.0"
"18120836","01","245","MINAS GERAIS","RUA","0.0"
"18120849","63","300","J. J. COWSERT","RUA","0.0"
"08415816","00","S/N","BR 262 KM 669,3","RODOVIA","0.0"
"14230632","00","116","DOS TRABALHADORES","AVENIDA","0.0"
"17119617","01","SN","DOM HELVECIO G DE OLIVEIRA","AVENIDA","0.0"
"18120892","00","KM81","3 R","SITIO","0.0"
"18120903","01","436-A","DOUTOR ANTONIO CANSANCAO","RUA","0.0"
"18120914","01","335","DEZESSETE DE AGOSTO","AVENIDA","0.0"
"18120927","63","SN","STA RITA A STA CRUZ DA ESTRELA - KM 12","ESTRADA VICINAL","0.0"
"18120942","67","240","DA PENHA","RUA","0.0"
"18120996","01","370","F","RUA","0.0"
"18120971","01","300","FRANCISCO MARIANO DE DEUS","RUA","0.0"
"18120981","00","92","AFONSO GUIMARAES","RUA","0.0"
"18120991","67","485","ZAIRA OMETTO","RUA","0.0"
"18121006","00","374","PADRE FRANCISCO SALES COLTURATO","AVENIDA","0.0"
"18121019","00","854","QUINZE","AVENIDA","0.0"
"18121030","01","4800","MAGALHAES DE CASTRO","AVENIDA","0.0"
"18121040","01","40","LUIZ LAURINDO SANTANA","RUA","0.0"
"18121052","01","34","MISAEL SIQUEIRA BELO","RUA","0.0"
"18121066","01","00","ALTO DA SERRA","COMUNIDADE","0.0"
"18121076","00","435","S-09","RUA","0.0"
"18121089","63","647","GENERAL JARDIM","RUA","0.0"
"18121102","01","2466","SAO JOSE","AVENIDA","0.0"
"18121113","63","2034","SC 410","RODOVIA","0.0"
"18121126","01","sn","DAS NACOES","AVENIDA","0.0"
"18121142","01","209","PAULINO AZURENHA","RUA","0.0"
"18121154","01","49","BENEDITO FIRMINO","RUA","0.0"
"18121166","00","45","MANOEL MATEUS","TRAVESSA","0.0"
"18121181","01","1032","ETELVINO CUSTODIO DE QUEIROZ","RUA","0.0"
"18121192","00","223","PRESIDENTE VARGAS","AVENIDA","0.0"
"18121206","01","402","PRESIDENTE JUSCELINO KUBISTCHEK","AVENIDA","0.0"
"18121218","67","599","CANDIDO XAVIER","RUA","0.0"
"18121230","01","805","SAO SEBASTIAO","RUA","0.0"
"18121242","75","154","JOSEFINA ARNONI","RUA","0.0"
"18121257","01","616","PEDRO LEOPOLDO","10A RUA","0.0"
"18121268","67","9","DOS FILHOS DA TERRA","RUA","0.0"
"18121280","63","648","CAMPO FORMOSO","RUA","0.0"
"18121297","01","20","ANTONIO XAVIER DE ASSIS","RUA","0.0"
"18121309","63","898","ANDRE LUIZ RODRIGUES","RUA","0.0"
"18121323","67","162","rua francisco geraldo","RUA","0.0"
"18121334","67","245","EMILIO BASSINELLO","RUA","0.0"
"18121348","80","22","QN 15E CONJUNTO 1","QUADRA","0.0"
"12888837","63","268","Rua joao henrique de santana","RUA","0.0"
"18121373","01","147","SHIGEYOSHI SAWAKI","RUA","0.0"
"18121383","00","223","CANDIOLINA MATOS DE SANTANA","RUA","0.0"
"18121394","67","26","QSC 19 CH CARA 25 CONJUNTO E","QUADRA","0.0"
"17133434","67","SN","QUADRA 14","QUADRA","0.0"
"18121416","01","242","SIMPLICIO DAMASCENO","RUA","0.0"
"13178632","01","81","SURUI","RUA","0.0"
"18121437","01","61","SARGENTO MIGUEL FILHO","ESTRADA","0.0"
"18121451","00","18","CAMPO BELO","RUA","0.0"
"18121462","01","135","JORGINA FERREIRA DINIZ","RUA","0.0"
"18121473","00","971","LUCIANO CONTRI","RUA","0.0"
"18121486","63","02","ARMANDO VIEIRA","RUA","0.0"
"18121498","63","214","JOSE ROCHA BOMFIM 214","AVENIDA","0.0"
"18121514","01","1740","MATO GROSSO","AVENIDA","0.0"
"18121522","01","953","BENJAMIN POSSEBOM","AVENIDA","0.0"
"13909118","01","58","CELESTINO","RUA","0.0"
"18121545","00","41","SANTA CATARINA","RUA","0.0"
"18121555","01","4A","BARRA DO ROCHA","TRAVESSA","0.0"
"18121568","01","52","JOSE PEREIRA CHAVES","RUA","0.0"
"18121583","67","4263","DOS FERNANDES","ESTRADA","0.0"
"18121596","67","480","BENTO DE SOUSA","AVENIDA","0.0"
"18121609","01","51","JOSE CORREIA","RUA","0.0"
"18121620","00","635","Jose Lopes da Costa","RUA","0.0"
"18121637","01","386","HOLANDA","RUA","0.0"
"18121649","01","08","CORONEL MANOEL PORTO","RUA","0.0"
"18121663","63","1820","DOM PEDRO I","RUA","0.0"
"18121677","01","25","BAHIA","RUA","0.0"
"18121690","67","214","DO CATETE","RUA","0.0"
"18121703","63","27","49 (CJ JEREISSATI II)","RUA","0.0"
"18121717","00","126","FLORIANO FREIBERGER","RUA","0.0"
"18121732","00","56","JOAO DEPOLLI","RUA","0.0"
"18121743","00","151","MARECHAL FLORIANO","AVENIDA","0.0"
"18121759","75","303","MACHADO DE ASSIS","RUA","0.0"
"18121770","67","5474","PRESIDENTE GETULIO VARGAS","AVENIDA","0.0"
"18121783","67","107","DO COLEGIO","ESTRADA","0.0"
"18121794","67","271","BETANIA","RUA","0.0"
"18121805","00","47","1104 SUL ALAMEDA 06","QUADRA","0.0"
"18121821","67","25","VISCONDE DE SABOIA","RUA","0.0"
"15692095","01","4355","h4355","RUA","0.0"
"18121845","01","SN","RUA DAS FLORES","RUA","0.0"
"18121858","01","4801","MESTRE BIBIO","RUA","0.0"
"18121872","01","713","TOCANTINS","RUA","0.0"
"01838723","01","371","PRIMARIA 1","VIA","0.0"
"18121890","67","152","RAIO DE SOL","RUA","0.0"
"18121902","01","478","JOAQUIM COSTA CRUZ","RUA","0.0"
"18121915","01","267A","SANTOS ALVES MAGALHAES","RUA","0.0"
"18121927","01","77","JUNIA FERNANDES GOUVEA","RUA","0.0"
"18121937","00","125","ANTONIO JORGE","RUA","0.0"
"18121944","00","LOTE 7","AGUDOS - DOMELIA","ESTRADA","0.0"
"18121953","63","840","GONCALVES DIAS","ESTRADA","0.0"
"17170256","01","555","PASCOAL SANTI","AVENIDA","0.0"
"18121976","67","1257","AUREO CRUZ","RUA","0.0"
"18121986","63","60","SERRA DOURADA","RUA","0.0"
"18121999","01","309","PIO XII","RUA","0.0"
"18122011","00","S/N","SANT'ANA","SITIO","0.0"
"18122020","00","SN","SHANGHAI","ESTANCIA","0.0"
"18122035","74","S/N","60 MARKET SQUARE, BELIZE","","0.0"
"18122054","63","275","AARAO LAMENHA DE SIQUEIRA","RUA","0.0"
"18122068","67","197","PROFESSORA CAROLINA COELHO","RUA","0.0"
"18122080","00","212","TANCREDO NEVES","AVENIDA","0.0"
"18122091","01","344","X (CJ JOAQUIM LEAO)","RUA","0.0"
"18122104","63","361","MARANGA","RUA","0.0"
"18122118","01","410","TEODORO MARQUET","RUA","0.0"
"17981756","01","N","QND 55","QUADRA","0.0"
"18122142","67","95","Uniao Da EsperanCa","RUA","0.0"
"18122158","01","165","rua 10, qd 23, lt 16","RUA","0.0"
"18122171","63","21284","CASTELO BRANCO","AVENIDA","0.0"
"18122182","67","1495","JOSE ROSCHEL RODRIGUES","RUA","0.0"
"18122201","01","35","GONCALVES","RUA","0.0"
"18122211","63","62","ALCIDES JORGE","RUA","0.0"
"18122223","01","21","PROJETADA A","RUA","0.0"
"18122235","63","319","ROSEO PONTES","ESTRADA","0.0"
"18122247","01","39","ANDRADE PINTO","RUA","0.0"
"18122257","67","205","JEAN BAPTISTE DALEMBERT","RUA","0.0"
"18122269","00","291","MOSTARDEIRO","RUA","0.0"
"18122280","67","586","PADRE LUIZ FILGUEIRAS","RUA","0.0"
"08602136","03","13","URUGUAIANA","RUA","0.0"
"18122300","00","SN","BARRA DO CHAPEU AO PINHEIRO VERDE","ESTRADA","0.0"
"18122311","01","381","16 DE ABRIL","RUA","0.0"
"18122326","01","567","SEGISFREDO PAULINO DE ALMEIDA","RUA","0.0"
"18122339","01","882","Libera Granetto Bressam","2A RUA","0.0"
"18122346","63","s n","Antonio Ferreira Borges","RUA","0.0"
"18122356","01","359","PRESIDENTE GETULIO VARGAS","AVENIDA","0.0"
"18122375","01","822","SAUDADE","AVENIDA","0.0"
"18122389","01","181","ALEMANHA","RUA","0.0"
"18122403","00","630","Manoel Estevao Couto","RUA","0.0"
"18122414","01","528","MANDACARU","AVENIDA","0.0"
"18122427","67","318","AGOSTINHO ARAUJO","RUA","0.0"
"18122441","67","237","DHOTEL","PASSAGEM","0.0"
"18122450","00","S/N","22","CHACARA","0.0"
"18122464","01","2986","DA MATRIZ","ESTRADA","0.0"
"18122479","67","36","AURORA SOARES","RUA","0.0"
"18122491","01","824","05","ALAMEDA","0.0"
"18122505","63","98","ITAMAR GOMES","RUA","0.0"
"18122518","67","157","TOMAS EDSON","RUA","0.0"
"18122529","67","853","DOUTOR JOAO BATISTA","RUA","0.0"
"14740247","63","76","DOIS","QUADRA","0.0"
"18122553","00","43","JISITI NODA","RUA","0.0"
"18122569","01","792","ITAPICURU","RUA","0.0"
"08019476","00","KM 10","VILA DOS ANDES","ESTRADA","0.0"
"18122591","67","258","ARNALDO SIMOES PINTO","RUA","0.0"
"18122604","01","157","SAO JOAO DEL REY","RUA","0.0"
"18122617","01","39","EDILSON GOMES","RUA","0.0"
"18122629","01","929","ITU","ALAMEDA","0.0"
"18122642","00","538","DUQUE DE CAXIAS","RUA","0.0"
"18122653","75","6580","SGCV (ST GARAGENS E CONCES DE VEICULOS)","ACESSO","0.0"
"18122666","00","10868","RS-020","RODOVIA","0.0"
"18122678","67","896","ANTONELO DA MESSINA","AVENIDA","0.0"
"18122693","01","1100","DOUTOR MARIO TOTTA","RUA","0.0"
"18122707","67","2358","ANDRE ROCHA","RUA","0.0"
"18122712","01","562","Antonio Teixeira de Siqueira","RUA","0.0"
"18122726","01","574","MARIO CALDERARO","RUA","0.0"
"18122727","01","64","MANUEL LISBOA","RUA","0.0"
"17986627","00","580","SETE DE SETEMBRO","RUA","0.0"
"17932429","01","22","JOAO MAURO","RUA","0.0"
"17860322","01","55","JOSE RAFAEL VIEIRA","RUA","0.0"
"17936578","63","S/N","STRC TRECHO 02 CONJUNTO E","TRECHO","0.0"
"17393056","00","SN","CARAPUCA","ESTRADA","0.0"
"17708170","01","546","PRESIDENTE ANTONIO CARLOS","RUA","0.0"
"17834296","00","70","LUIZ DORIVAL CEDRAN","RUA","0.0"
"17952732","01","243","BRASILIA","AVENIDA","0.0"
"17974688","01","135","CINCO","RUA","0.0"
"17418683","01","10","MILITAO CHAVES","RUA","0.0"
"18042159","01","861","PAULO GORSKI","RUA","0.0"
"17970789","01","55","NOVE DE JULHO","RUA","0.0"
"18017752","01","159","MANUEL JOSE RODRIGUES","RUA","0.0"
"17997631","00","1020","RAULINO GALDINO DA SILVA","RUA","0.0"
"17843980","01","405","TENENTE JOAO ALBANO","RUA","0.0"
"17815654","00","401","PERNAMBUCO","RUA","0.0"
"17825052","01","303","TIMBAUVA","RUA","0.0"
"17618544","00","236","JOAQUIM FERREIRA SOUZA","RUA","0.0"
"17986368","00","190","MANOEL RIBAS","AVENIDA","0.0"
"17643530","63","68","17","RUA","0.0"
"18122753","01","001","DO SABIA","RUA","0.0"
"18122765","01","i","ESTANCIA JARDIM BOTANICO","CONDOMMNIO","0.0"
"18122775","01","SN","QUATORZE  ESQ. COM AV. CINCO","RUA","0.0"
"18122787","01","105","ULISSES CALDAS","RUA","0.0"
"18122801","01","732","ESMERINDO PEREIRA","AVENIDA","0.0"
"18122814","01","334","TRINTA E SEIS","RUA","0.0"
"18122826","01","2001","PAULISTA 2001","AVENIDA","0.0"
"18122840","00","54","CRISSIUMAL","RUA","0.0"
"18122854","67","176","JOSE EVANDRO DE VASCONCELOS","RUA","0.0"
"18122868","01","29","JOSE CAMPELO NETO","RUA","0.0"
"18122876","01","35","PRIVE LUCENA RORIZ","CONDOMINIO","0.0"
"17439111","01","S/N","COPACABANA","AVENIDA","0.0"
"18122900","01","2560","CORONEL VICTOR CANDIDO DE SOUZA","AVENIDA","0.0"
"10641787","01","104","ENGENHEIRO EMILIANO MACIEIRA","AVENIDA","0.0"
"18122922","75","132","ANTONIO FANELLI","RUA","0.0"
"18122934","00","1277","OTTO BENZ","RUA","0.0"
"93687390","00","28","AFONSO PENA","RUA","0.0"
"18122964","63","73","FRANCIS DE CASTELNAU","RUA","0.0"
"18122977","01","135","DONA GERCINA","RUA","0.0"
"18122989","01","28-31","PAULO POIATI","RUA","0.0"
"18123002","00","66","NOE ROMANO TIBOLA","RUA","0.0"
"18123013","01","SN","JUVENCIO ALZIER","RUA","0.0"
"18123025","63","120","VEREADOR SEBASTIAO CLAUDIANO","RUA","0.0"
"18123040","00","116","JORGE QUINTINO FREITAS","RUA","0.0"
"18123050","01","1317","ENG. FERNANDO GUILHON","RODOVIA","0.0"
"18123065","63","608","BERNARDO CORREIA LEITAO","RUA","0.0"
"18123078","63","19","MADRE PAULINA","RUA","0.0"
"18123092","63","30","DR PAULO UEBEL","AVENIDA","0.0"
"18123103","63","81","CECILIA","RUA","0.0"
"18123116","01","64","PRESIDENTE CASTELO BRANCO","RUA","0.0"
"18123127","00","371","FRANCELINO QUEIROZ","RUA","0.0"
"18123140","67","301","Sao Joao","RUA PRINCIPAL","0.0"
"18123150","01","594","SILVA JARDIM","RUA","0.0"
"18123162","67","41","INDEPENDENCIA","PASSAGEM","0.0"
"18123177","01","97","MARECHAL OLIMPIO MOURAO FILHO","RUA","0.0"
"18123194","67","596","OLINDO ROMA","RUA","0.0"
"18123203","01","288","THEOTONIO PASTORINI","RUA","0.0"
"18123215","01","76","MURILO","RUA","0.0"
"18123226","01","1.624","ELIAS MALUF","AVENIDA","0.0"
"18123239","00","556","137","RUA","0.0"
"18123250","63","62","PRIMEIRO DE MAIO","RUA","0.0"
"18123263","01","169","CLOVIS BEVILACQUA","RUA","0.0"
"18123276","63","59","SANTO ANTONIO","RUA","0.0"
"18123290","01","160","MARACANA","RUA","0.0"
"18123304","01","2560","SILVEIRA MARTINS","RUA","0.0"
"17279342","00","641","JOAQUIM CARLOS DOS SANTOS","RUA","0.0"
"09252893","63","369","SANTO ANTONIO","AVENIDA","0.0"
"18123340","01","321","VENANCIO AIRES","RUA","0.0"
"18123357","01","245","ENGENHEIRO PEDRO HUGO PETRY","RUA","0.0"
"18123367","01","430","CAIBATE","RUA","0.0"
"11967035","63","72","GUAIRACA","RUA","0.0"
"18123388","00","00","LINHA SAO MIGUEL","RUA","0.0"
"18123399","01","1782","CAJU","RUA","0.0"
"18123410","67","149","CICERO DANTAS","RUA","0.0"
"18123423","01","14","CATANGUA","RUA","0.0"
"17172877","63","04","HABITACIONAL SOL NASCENTE","SETOR","0.0"
