"cnpj_basico","cnae_principal","cep","bairro","municipio","capital_social"
"18202758","00","893","CORONEL JOAQUIM IGNACIO TABORDA RIBAS","RUA","0.0"
"09253568","00","92","MANOEL BARBOSA","RUA","0.0"
"18202779","63","137","DO SOL","RUA","0.0"
"18202791","01","815","ANTONIO GOMES BILBY","RUA","0.0"
"14939596","01","360","VISCONDE DO RIO BRANCO","AVENIDA","0.0"
"18202823","67","325","INDIANOPOLIS","RUA","0.0"
"18202834","01","S/N","URBANA","VIA","0.0"
"18202847","01","423","ALBERTO CALEFFI GERBI","RUA","0.0"
"10230846","01","439","OTHOVARINO DUARTE SANTOS","RUA","0.0"
"18202873","67","31 b","ROCHA FALCAO","PRACA","0.0"
"18202885","01","376","JOAO PEREIRA DAVILA","RUA","0.0"
"10715545","00","1946","DOUTOR GASTAO VIDIGAL","AVENIDA","0.0"
"18202905","01","1418","SEBASTIAO SAMPAIO","RUA","0.0"
"18202917","67","18","ANDRE FAVAVLELI","AVENIDA","0.0"
"14687645","01","534","BENTO TOLEDO RODOVALLO","RUA","0.0"
"18202941","00","SN","A","RUA","0.0"
"18202953","67","85","TARAUACA","TRAVESSA","0.0"
"18202965","01","240","MAURICIO VENANCIO CUNHA","RUA","0.0"
"18202974","01","107","QUADRA 5 BLOCO T","QUADRA","0.0"
"17496799","00","1","DA PAZ DE CASTELO BRANCO","RUA","0.0"
"18203002","01","53","SILVIA","RUA","0.0"
"18203014","00","SN","BR 251","RODOVIA","0.0"
"16867991","01","397","BRASILIA","AVENIDA","0.0"
"18203039","67","Lote26","MIGUEL REALE","RUA","0.0"
"18203051","67","1241","TRES","RUA","0.0"
"18203062","01","251"," DAS MARGARIDAS","RUA","0.0"
"18203074","67","347","SALVATORI","RUA","0.0"
"18203086","00","270","CELESTE","RUA","0.0"
"18203098","01","561","GERALDO FERREIRA TAVARES","RUA","0.0"
"18203110","01","789","GETULIO VARGAS","RUA","0.0"
"18203128","00","180","DAS ROSAS","RUA","0.0"
"18203139","01","178","CEL EUFRASIO DE OLIVEIRA","RUA","0.0"
"18203153","67","620","JORGE DUPRAT FIGUEIREDO","RUA","0.0"
"18203167","63","S/N","SUDENE","AVENIDA","0.0"
"18203177","01","321","TONICO FERNANDES","RUA","0.0"
"18203188","67","177","GENOVEVA ALVES DA SILVA, ANTIGA RUA 17","RUA","0.0"
"18203203","00","1442","DO HIPODROMO","RUA","0.0"
"18203214","01","105","TRES DE MAIO","RUA","0.0"
"18203222","00","3","TIRADENTES","RUA","0.0"
"14212512","01","29","Boa Vista","RUA","0.0"
"18203244","67","237","TOCANTINS","AVENIDA","0.0"
"18203252","63","261","ANGILO SCOLA","RUA","0.0"
"18203261","01","58","DR. BOLIVAR DE FREITAS","RUA","0.0"
"18203274","00","23","JOAQUIM PIRES DE OLIVEIRA","RUA","0.0"
"11885062","00","S/N","MARIO ANDREAZZA","AVENIDA","0.0"
"18203296","01","579","PIONEIRO JOSE DE PAULA","RUA","0.0"
"18203314","63","150","FRANCISCO ALVES DE MORAES","AVENIDA","0.0"
"18203326","00","28","JULIO PAES DE FARIAS","RUA","0.0"
"18203337","63","50","NILO PECANHA","AVENIDA","0.0"
"18203351","01","12","ARISTIDES ANDRADE BRUM","RUA","0.0"
"18203365","63","85","ROSA MENDES","RUA","0.0"
"18203378","01","108","PROMOTOR GABRIEL NETTUZZI PEREZ","RUA","0.0"
"18203387","00","1424","TEODORO SAMPAIO","RUA","0.0"
"18203399","00","96","VALENTIM COLA","RUA","0.0"
"18203410","01","850","ROCHA POMBO","RUA","0.0"
"18203426","01","6","QUADRA 10 CONJUNTO F","RUA","0.0"
"18203437","01","58","TENENTE HONORATO","RUA","0.0"
"18203450","01","74","ANTONIO BRAZ CORREIA","RUA","0.0"
"18203464","01","23","PASCHOAL RIZZO","RUA","0.0"
"18203478","63","74","LARGO","TRAVESSA","0.0"
"18203494","01","2070","SINIMBU","RUA","0.0"
"18203507","63","440","PADRE ANCHIETA","AVENIDA","0.0"
"18203515","67","52","MARECHAL RONDON","RUA","0.0"
"10876111","01","124","7  DE SETEMBRO","RUA","0.0"
"18203536","01","0","FAZENDA LARANJA DOCE","ESTRADA","0.0"
"18203548","01","789","HYEDA BAGGIO MAYER","RUA","0.0"
"18203564","67","30","GUERREIRO","RUA","0.0"
"18203580","67","305","JOAO GONCALVES DA COSTA","RUA","0.0"
"18203593","67","54","EUGENIO BASTIANI","AVENIDA","0.0"
"10955543","00","336","PEDRO LUIZ COSTA","RUA","0.0"
"18203614","00","732","SIRICI","RUA","0.0"
"18203626","01","562","NAIR LIMA LOPES","RUA","0.0"
"18203635","01","147","LUIZ CASTRO NERY","RUA","0.0"
"18203649","00","20","BARAO DO AMAZONAS","RUA","0.0"
"18203664","67","1338","TENENTE MELQUIADES DE JESUS","RUA","0.0"
"18203677","01","214","SANTA RITA","RUA","0.0"
"15605281","01","12","JURACI BARBOSA DA SILVA","RUA","0.0"
"18203701","63","1084","WALDEMIRO OLSEN","RUA","0.0"
"18203714","00","1337","MOURA MATOS","RUA","0.0"
"18203726","63","21","DOS TREVOS","RUA","0.0"
"18203741","63","2554","ASSIS BRASIL","AVENIDA","0.0"
"18203755","01","SN","BR 104 KM 70","RODOVIA","0.0"
"18203768","63","45","DANIEL MULLER","RUA","0.0"
"18203781","00","624","FREI ODILON","RUA","0.0"
"18203790","01","1464","SAO PEDRO","RUA","0.0"
"18203805","67","629","CARLOS GOMES","RUA","0.0"
"18203816","01","6330","DE SANTA CRUZ","AVENIDA","0.0"
"18203826","00","160","LUIZ DELFINO","RUA","0.0"
"18203838","63","95","ARAI","RUA","0.0"
"18203854","01","298","JOSE FRANCISCO NUNES","RUA","0.0"
"18203867","01","100","GERMINIANO SOUZA MORAES","RUA","0.0"
"18203879","01","42","UM (CJ PROVIDENCIA)","RUA","0.0"
"18203894","00","SN","DO MENDANHA","ESTRADA","0.0"
"18203905","01","216","DAS LARANJEIRAS","RUA","0.0"
"18203918","01","314","ARCOZELO","RUA","0.0"
"18203932","67","58","EUCLIDES DA CUNHA","RUA","0.0"
"18203944","63","SN","CARATACA","RUA","0.0"
"18203956","63","20","RAILDA VILAS  BOAS","RUA","0.0"
"12091019","00","3133","TANCREDO NEVES","AVENIDA","0.0"
"18203979","63","445","VALETA","RUA","0.0"
"18203991","00","731","JULIO DE CASTILHOS","RUA","0.0"
"18204001","67","210","B","RUA","0.0"
"10980716","54","140","7 DE SETEMBRO","9A RUA","0.0"
"18204028","01","44","VINTE E UM DE ABRIL","RUA","0.0"
"18204039","01","450","MARIA CORTADA CODORNIZ","RUA","0.0"
"90537416","02","405","P","AVENIDA","0.0"
"18204063","67","10","JOSE RAMOS CORDEIRO","RUA","0.0"
"02038306","01","333","AMADOR BUENO","RUA","0.0"
"15243495","01","577","XV DE NOVEMBRO","RUA","0.0"
"18204097","67","1139","ANTONIO RIGOTTO","RUA","0.0"
"18204111","67","SN","Rua 03 Quadra 07 lote 23","SETOR","0.0"
"18204121","01","1419","ONIAS JOSE BORGES","AVENIDA","0.0"
"18000181","01","2428","BRASIL","AVENIDA","0.0"
"18204145","00","162","Rondonia","RUA","0.0"
"18204157","63","40 A","EDNA DE OLIVEIRA","RUA","0.0"
"18204167","01","3314","BARAO DE ITAPURA","AVENIDA","0.0"
"18204178","00","157","ALCIDES LUIZ","RUA","0.0"
"18204189","01","851","DA FLORESTA","1A TRAVESSA","0.0"
"18204204","01","342","GENERAL EURICO","RUA","0.0"
"07920488","01","145","PADRE CHAMPAGNAT","RUA","0.0"
"15636057","01","2525","MARCOLINO MARTINS CABRAL","AVENIDA","0.0"
"18204237","01","316","JOAO PEDRO CORREA","RUA","0.0"
"18204250","67","261","TEOFILO LESSA","AVENIDA","0.0"
"18204262","00","1443","VINTE E OITO DE SETEMBRO","RUA","0.0"
"18204275","01","428","JACOB EMERICK","RUA","0.0"
"18204286","01","170","PASSO DA PATRIA","RUA","0.0"
"18204301","01","437","BERNARDI","AVENIDA","0.0"
"18204315","67","53","SAKETE","RUA","0.0"
"18204325","67","110","VALVERDE","RUA","0.0"
"18204335","01","138","JOTA MARQUES","TRAVESSA","0.0"
"18204348","67","439","CAIAPO","RUA","0.0"
"08652744","63","31","PIAUI","RUA","0.0"
"18204371","63","50","CLOTILDE PEREIRA DE LIMA","RUA","0.0"
"18204381","01","47","SAO MATEUS","RUA","0.0"
"18204391","63","273","LUIS CRISTOFE","RUA","0.0"
"18204402","63","126","ANTONIO CIRELLI","RUA","0.0"
"18204414","01","285","ESTACAO","RUA","0.0"
"18204427","00","1153","SANTA EFIGENIA","RUA","0.0"
"18204437","00","95","JOSE MARIA DE ALMEIDA, ALFAIATE","RUA","0.0"
"18204449","01","188","SEBASTIAO MICHEL MIGUEL","RUA","0.0"
"18204462","00","860","DO GUANDU DO SENA","ESTRADA","0.0"
"18204474","00","472","DEZ","RUA","0.0"
"18204486","00","21","TAVARES BASTOS","RUA","0.0"
"18204499","00","3","SEU PRAXEDES","RUA","0.0"
"18204514","67","217","PROFESSOR LEONARDO","RUA","0.0"
"18204524","00","803","DAS PEDREIRAS","RUA","0.0"
"18204539","01","310","JOSE LEAL","RUA","0.0"
"08693030","00","45","MARGINAL GELSIO GRESPAN","AVENIDA","0.0"
"18204562","00","S/N","GUARANTA","SITIO","0.0"
"09366060","00","679","MATO GROSSO","AVENIDA","0.0"
"18204583","00","1161","DA CAPUTERA","ESTRADA","0.0"
"18204595","01","990","JERONIMO FELIZARDO","RUA","0.0"
"18204606","00","1185","TUIUTI","RUA","0.0"
"18204620","63","551","LIVREIRO POLARY MAIA","RUA","0.0"
"18204626","63","83","PROJETADA II (UNIDADE 201)","RUA","0.0"
"18204639","01","44","PEDRO JOSE DE SOUZA","AVENIDA","0.0"
"18204652","01","265 A","RUBENS RIBEIRO","RUA","0.0"
"18204664","00","754"," Martiniano Jose de Moura","RUA","0.0"
"18204676","63","193","SETE DE SETEMBRO","RUA","0.0"
"18204690","01","505","CAMPO MOURAO","RUA","0.0"
"18204704","01","50","RUA CORONEL JOAO FRANCISCO COELHO","RUA","0.0"
"18204715","01","915","SAMUEL MEIRA BRASIL","RUA","0.0"
"18204728","01","288","MARCOLINO DUARTE","RUA","0.0"
"18204737","01","494","CEARA","RUA","0.0"
"18204746","67","662","Gira Sol","RUA","0.0"
"18204759","63","80","DOS COQUEIROS","RUA","0.0"
"17885063","67","20","D","RUA","0.0"
"18204785","67","40","37 Conj Fernando Collor","RUA","0.0"
"18204801","67","35","IMPERIANO DE SOUZA","RUA","0.0"
"18204812","00","45","TUPA","RUA","0.0"
"18204824","01","210","Pau Cravo","RUA","0.0"
"18204838","01","556","AURORA TRISTAO","RUA","0.0"
"18204848","01","558","NAOTARO KAWAE","RUA","0.0"
"18204857","00","510","RODRIGUES ALVES","RUA","0.0"
"18204870","00","1691","TREZE DE MAIO","RUA","0.0"
"18204880","01","312","RUI DE MORAIS APOCALIPSE","RUA","0.0"
"18204894","63","42","ANTONIO FORTUNATO DA SILVA","RUA","0.0"
"18204905","67","01","Fazenda Bom Jesus","NUCLEO RURAL","0.0"
"18204918","63","156","OIAPOQUE","AVENIDA","0.0"
"18204932","00","87","NEREU RAMOS","RUA","0.0"
"18204945","00","55","CAPITAO ARISOLY VARGAS","RUA","0.0"
"18204956","75","160","TEREZA PUCCINI MARCOLINI","RUA","0.0"
"18204967","63","31","BERNARDO SAYAO","AVENIDA","0.0"
"18204977","00","341","DOUTOR CAMPOS MOURA","RUA","0.0"
"18204992","63","802","CORTINEIRAS","RUA","0.0"
"18205004","01","239","DOS RODRIGUES","RUA","0.0"
"18205018","01","2511","EDUARDO FROES DA MOTA","AVENIDA","0.0"
"18205028","00","616","SEBASTIAO CARVALHO RICO","RUA","0.0"
"18205044","01","SN","E","AVENIDA","0.0"
"18205057","00","801","EMILIA MARENGO","RUA","0.0"
"10220279","01","1526","MARIA MONTEIRO","RUA","0.0"
"18205079","63","4","VEREADOR JULIANO DA COSTA MARQUES","RUA","0.0"
"18205092","67","130","03","RUA","0.0"
"18205107","01","579","MACHADO DE ASSIS","RUA","0.0"
"18205119","67","40","VEREDA BETA","RUA","0.0"
"18205129","63","1185","AUGUSTO PEREIRA DE MORAES","RUA","0.0"
"18205141","00","28","FARIA","TRAVESSA","0.0"
"18205157","01","126","ISRAEL FONSECA","AVENIDA","0.0"
"18205169","67","1557","CAIUAS","RUA","0.0"
"18205183","67","1587","SALLUM","AVENIDA","0.0"
"18205197","00","SN","M-21","RUA","0.0"
"18205209","01","198","JURACY MAGALHAES","AVENIDA","0.0"
"13538031","63","511","ESTEVAO BAIAO","RUA","0.0"
"18205234","63","341","BARAO DE CERRO LARGO","RUA","0.0"
"18205246","00","60","ANTONIO JACOME BEZERRA (CJ. RES. CURADO III)","AVENIDA","0.0"
"18205258","00","09","ALMEIDA NERO","RUA","0.0"
"18205268","01","1501","SEBASTIAO VAZ","RUA","0.0"
"17595530","63","340","JOAO BATISTELA","RUA","0.0"
"18205290","01","73","DURVALINA DE M. MIRANDA","RUA","0.0"
"18205301","67","125","QNL 6 BLOCO B","AVENIDA","0.0"
"18205315","00","258","CORONEL EMILIO GOMES","RUA","0.0"
"18205325","00","4704","MORUMBI","AVENIDA","0.0"
"18205339","01","60","DO AROUCHE","RUA","0.0"
"17019707","00","881","DESEMBARGADOR J. P. F. MENDES","RUA","0.0"
"18205361","01","217","RUA ELIZU DIVINO","RUA","0.0"
"18205375","67","134","AUGUSTO DE LIMA","AVENIDA","0.0"
"18205387","01","999","GERAL","ESTRADA","0.0"
"18205398","63","534","PEDRO JOSE DE CARVALHO","RUA","0.0"
"18205410","01","120","DONA TIBURTINA","RUA","0.0"
"18205426","82","000000","40 KING ST. WEST, 26TH FLOOR","","0.0"
"18205444","01","SN","QUADRA 47","QUADRA","0.0"
"18205456","01","SN","SAO JOAO DA FORTALEZA","RUA","0.0"
"18205466","67","11","al das begonias, caixa postal 235","CONDOMINIO RESIDENCI","0.0"
"15603872","67","174","A12","RUA","0.0"
"18205495","67","151","SAO GERALDO","RUA","0.0"
"18205505","01","SN","MARIO ANDREAZZA","AVENIDA","0.0"
"18205516","00","S/N","SAO PAULO","RUA","0.0"
"18205527","00","SN","ELO 29","RUA","0.0"
"18205539","01","919 B","RIO VOLGA","RUA","0.0"
"18205551","67","458","ERNANI DO AMARAL PEIXOTO","AVENIDA","0.0"
"18205561","67","001","CD 26","RUA","0.0"
"18205568","01","79","KIEV","RUA","0.0"
"18205580","00","599","DOUTOR ADEMAR PEREIRA DE BARROS","RUA","0.0"
"18205596","00","S/N","SAO MIGUEL","SITIO","0.0"
"18205604","00","00","LAGEADO","CHACARA","0.0"
"18205615","00","SN","MT-471 KM 25","RODOVIA","0.0"
"18205628","01","38","ERMELINDA SIMONE SOTILIO","RUA","0.0"
"18205639","00","691","DOS TICO TICO","RUA","0.0"
"18205651","00","S/N","PUNTA PAITILLA - EDIFICIO PH ANAGLORIA","","0.0"
"18205670","67","101","CISMAS DO DESTINO","RUA","0.0"
"18205685","67","2","GETULIO VARGAS","AVENIDA","0.0"
"18205699","00","70","NORMA MARIA REINER","AVENIDA","0.0"
"18205711","01","100","ABADIA","RUA","0.0"
"18205726","01","1801","DAS INDUSTRIAS","AVENIDA","0.0"
"18205737","01","800","JOAO MANOEL DOS SANTOS","RUA","0.0"
"18205750","67","22","CARMELITA COELHO DA ROCHA","RUA","0.0"
"18205761","01","2245","SILVA BUENO","RUA","0.0"
"18205774","00","227","DA IMBUIA","RUA","0.0"
"13777217","01","86","JOSE MOREIRA","RUA","0.0"
"18205794","00","0","DARIO DE PAIVA SAMPAIO","AVENIDA","0.0"
"18205805","63","98","ARTHUR DE FREITAS CASTRO","RUA","0.0"
"18205817","01","60","QUATRO","TRAVESSA","0.0"
"18205829","00","14","MANOEL DE PAULA BARBOSA","RUA","0.0"
"18205843","00","439","MIGUEL DO CARMO","RUA","0.0"
"18205857","01","2406","OTTO NIEMEYER 2198","AVENIDA","0.0"
"14435419","00","239","DOS MUCAJAS (LOT. ACAI)","RUA","0.0"
"18205878","01","52","MANOEL DE JESUS","RUA","0.0"
"18205891","00","700","ITAPAGIPE","RUA","0.0"
"18205902","01","518","PROFESSORA SEVERINA VANDERLEY","RUA","0.0"
"18205912","67","71","GERALDO MACEDO","RUA","0.0"
"18205925","67","31","MARCO CAMPARI","RUA","0.0"
"18205938","01","635","CLARIMUNDO DE MELO","RUA","0.0"
"18205947","63","07","Manoel Cassiano de Macedo","RUA","0.0"
"18205960","01","112","TENENTE MANUEL JOAQUIM LOPES","RUA","0.0"
"18178490","01","484","IPIRANGA","RUA","0.0"
"18205991","67","1148","JOSE FONSECA E SILVA","AVENIDA","0.0"
"18206010","01","246","MANOEL VIEIRA","RUA","0.0"
"18206024","01","180","ALBERTO POTIER","RUA","0.0"
"18206034","01","87","MARIO LAGO","RUA","0.0"
"12460728","00","0","PEREIRA BARRETO AO CANAL S/N","ESTRADA","0.0"
"11072571","00","654","DOUTOR EUCLIDES VIEIRA","RUA","0.0"
"18206069","00","117","SAO JOSE DOS PASSOS","RUA","0.0"
"18206081","67","4853","terezina","RUA","0.0"
"11907096","01","77","RICARDO PAIVA BARROSO","RUA","0.0"
"18206101","63","872 L2","PRESIDENTE VARGAS","AVENIDA","0.0"
"18206114","63","41","VINTE E NOVE","QUADRA","0.0"
"18206125","01","682","CANDIDO TOMAZ DE SOUZA","AVENIDA","0.0"
"18206139","01","186","BELO HORIZONTE II","RUA","0.0"
"18206152","01","344","WILDOMAR FERREIRA DUARTE","RUA","0.0"
"18206163","01","326","DONA ROSA IORIO","RUA","0.0"
"18206178","67","1317","RIO GRANDE","AVENIDA","0.0"
"18206189","01","sn","CARDEAL","RUA","0.0"
"18206205","01","1176","TIRADENTES","AVENIDA","0.0"
"18206217","67","145","MOCAMBIQUE","RUA","0.0"
"18206231","67","45","SOCIALISTA","RUA","0.0"
"18206244","00","368","PELICANO","10A RUA","0.0"
"18206254","00","SN","MUNICIPAL QUADRA PORANGABA KM 14","ESTRADA","0.0"
"18206265","01","2925 A","JOSE BONIFACIO","RUA","0.0"
"18206274","01","261","WE-12-A (CIDADE NOVA I)","TRAVESSA","0.0"
"18206287","63","40","TERESINHA GONCALVES","RUA","0.0"
"18206303","67","94","JOSE AMARO OURIQUES","SERVIDAO","0.0"
"18206314","67","38","JOAQUIM FRANCISCO DE ASSIS","RUA","0.0"
"18206324","67","60","CATHARINA GUILGER REIMBERG","RUA","0.0"
"18206337","67","1120","VEREADOR RAIMUNDO URBANO","RUA","0.0"
"18206351","01","384","PIRACUNUNGA","RUA","0.0"
"18206365","01","16","18 (GLEBA H)","CAMINHO","0.0"
"18206374","01","51","TITAN","RUA","0.0"
"17421984","01","650","LUIZ IMPOSSETO","RUA","0.0"
"18206392","01","SN","B","RUA","0.0"
"18206405","01","1063","JUSCELINO KUBITSCHEK","AVENIDA","0.0"
"18206418","67","486","TIRADENTES","RUA","0.0"
"18206427","01","200","ALCIDES DE OLIVEIRA","RUA","0.0"
"18206440","67","87","BERNARDINO PRUDENTI","RUA","0.0"
"18187259","00","02","DOUTOR JOSE BRESSER DA SILVEIRA","TRAVESSA","0.0"
"13233522","01","662","DOIS CORREGOS","AVENIDA","0.0"
"18206471","63","11833","CRISTIANO MACHADO","AVENIDA","0.0"
"18206485","63","155","JOSE VICENTE NOBREGA","PRACA","0.0"
"11174857","00","210","VERDE 34 (CONJ. SITIO SAO JOAO)","RUA","0.0"
"18206504","00","86","JOAO DE SOUZA BALIEIRO","RUA","0.0"
"08075911","00","15501","DOS BANDEIRANTES","ESTRADA","0.0"
"18206526","01","213","J","RUA","0.0"
"18206539","00","15","DUCA SERRA","RODOVIA","0.0"
"18206549","63","120","ALBERTINO R NOVAES","RUA","0.0"
"10609932","00","S/N","E","AVENIDA","0.0"
"18206572","00","225","TIRADENTES","RUA","0.0"
"18206586","01","40","CONSTRUTOR SEBASTIAO SOARES DE SOUZA","RUA","0.0"
"18206594","01","530","RICARDO FRACASSI","RUA","0.0"
"18206605","01","140","VITOR LOSACCO","RUA","0.0"
"18206621","67","SN","ANGICAL","COMUNIDADE","0.0"
"18206635","01","376","DOMINGOS PEIXOTO DA SILVA","RUA","0.0"
"18206648","01","97","DR ROMARIO MARTINS","RUA","0.0"
"18206665","00","SN","MARECHAL RONDON","AVENIDA","0.0"
"18206677","63","157","SERGIO LUIS (JD RUYCE)","RUA","0.0"
"18206688","01","86","MARTIM PINHEIRO","RUA","0.0"
"18206700","01","80","ANTONIO BERNARDES DE OLIVEIRA","RUA","0.0"
"18206709","00","45","LUIZ MATIAS","TRAVESSA","0.0"
"18206721","00","276","CORONEL SILVA TELES","AVENIDA","0.0"
"18206732","01","501","DE BOTAFOGO","PRAIA","0.0"
"18206744","67","SN","MARCO BARROSO","CONJUNTO RESIDENCIAL","0.0"
"18206758","67","85","MARIA ARTEMIR PIRES","AVENIDA","0.0"
"09636068","63","440","TERESINA","RUA","0.0"
"18206780","01","28","Estrada Amaral peixoto","AVENIDA","0.0"
"18206793","00","S/N","DOM PAULO ROLIM LOUREIRO","RODOVIA","0.0"
"18206803","63","70","SILVIO PEDRA RAMOS","AVENIDA","0.0"
"18206823","67","14","21","AVENIDA","0.0"
"18206832","01","235","MADRE PAULINA","RUA","0.0"
"18206844","01","65","ALBATROZ","RUA","0.0"
"18206857","01","544","DOUTOR BENEDITO GUEDES","RUA","0.0"
"18206869","01","1198","DONA EUGENIA","RUA","0.0"
"18206884","00","SN","ANANIANO RAMOS GALVAO","AVENIDA","0.0"
"18206898","01","9540","paranagua","AVENIDA","0.0"
"18206914","00","1259","CONDE DE PORTO ALEGRE","RUA","0.0"
"35621630","01","648","PRESIDENTE KENNEDY","AVENIDA","0.0"
"18206936","00","903","SBS 02 SALA","QUADRA","0.0"
"18206947","00","98 D","AMARO GOMES POROCA","RUA","0.0"
"18206958","63","000","VEREADOR VALMIR ANTONIO ALEXANDRE","AVENIDA","0.0"
"18206969","00","15","DIASSIS BASTOS GONCALVES","RUA","0.0"
"18206983","00","1355","BRIG FARIA LIMA","AVENIDA","0.0"
"18206993","01","166","WALDEMAR DORIA","RUA","0.0"
"18207005","00","1106","LIDIO OLTRAMARI","RUA","0.0"
"18207014","00","26B","ANGRA DOS REIS","RUA","0.0"
"18207025","00","180","DAS LARANJEIRAS","RUA","0.0"
"18207037","63","2209","MIGUEL COUTO","RUA","0.0"
"18207046","63","SN","JOAO PASSARIN","RUA","0.0"
"18207057","01","2100","PAULISTA 2100","AVENIDA","0.0"
"18207070","00","45","JUIZ DE FORA","1A TRAVESSA","0.0"
"18207085","01","301","SAO PAULO","RUA","0.0"
"18207098","63","9986","Esplanada","RUA","0.0"
"18207112","01","SN","MANGUEIRA","AVENIDA","0.0"
"18207125","00","3344","SOTERO VAZ DA SILVEIRA","RUA","0.0"
"18207139","01","56","Carlos Dellaroli","RUA","0.0"
"15220566","01","264","JAU","RUA","0.0"
"18207158","00","1837","SEN JULIO LEITE","AVENIDA","0.0"
"18207172","63","156","SESSENTA E SETE","RUA","0.0"
"18207184","00","477","DAS ANDORINHAS","AVENIDA","0.0"
"18207198","63","78A","DURVAL SANTOS","PRACA","0.0"
"18207211","00","000","ULISSES GUIMARES","AVENIDA","0.0"
"17598893","00","291","PLINIO SALGADO","RUA","0.0"
"18207235","00","S/N","SILVANA SILVIA","SITIO","0.0"
"18207244","63","54","LUIZ NIEMEYER","RUA","0.0"
"14662286","00","606","ANTONIO JOSE CORREA","RUA","0.0"
"18207265","01","1464","JOSAPHAT MACEDO","RUA","0.0"
"18207277","01","260","CASTRO","RUA","0.0"
"17900533","01","227","MARECHAL DEODORO","AVENIDA","0.0"
"18207299","63","51","Jose Otavio Maciel","RUA","0.0"
"18207311","01","226","CATULINO SEVERO MONTEIRO","RUA","0.0"
"18207328","01","3256","VICENTE LUPO","RUA","0.0"
"18207339","01","1700","PAPI JUNIOR","RUA","0.0"
"18207353","01","444","MANOEL MARIANO DOS SANTOS","AVENIDA","0.0"
"18207366","00","1859","VENANCIO AIRES","RUA","0.0"
"18207382","67","466","DONA HERMINIA LUPION","RUA","0.0"
"18207390","01","351","ATALIBA VILELA DOS REIS","RUA","0.0"
"18207401","00","1493","DESEMBARGADOR ADAUTO MAIA","RUA","0.0"
"18207411","67","50","NS DO CARMO","RUA","0.0"
"18207424","00","SN","SENADOR ATILIO FONTANA","AVENIDA","0.0"
"18207436","00","463","GUILHERME MAXWELL","AVENIDA","0.0"
"18207450","01","S N","BEIRA LINHA","RUA","0.0"
"18207465","01","9","ANTONIO DA CRUZ PEREIRA (LOT JD T NOVA)","RUA","0.0"
"18207481","54","28","SITIO NOVO","AVENIDA","0.0"
"18207490","00","09","A","RUA","0.0"
"18207503","01","1144","DUQUE DE CAXIAS","AVENIDA","0.0"
"18207516","00","80","MANOEL AUGUSTO BARROS","RUA","0.0"
"18207527","00","130","DOS BOROROS","RUA","0.0"
"18207539","63","4262","DOM JOAO NERY","ESTRADA","0.0"
"18207551","01","385","SETE DE SETEMBRO","RUA","0.0"
"18207565","01","293","JOAO MANOEL (LADO ESQUERDO PAR)","RUA","0.0"
"18207578","01","14","4","RUA","0.0"
"18207591","00","SN","SEBASTIAO TAPETY","AVENIDA","0.0"
"18207606","01","1765","RODRIGUES ALVES","RUA","0.0"
"18207619","00","320","PRESIDENTE BERNARDES","RUA","0.0"
"18207629","00","08","102 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO","QUADRA","0.0"
"18207642","67","LT 14","QL 2 CONJUNTO C","QUADRA","0.0"
"18207652","00","3144","MIGUEL ELIAS","RUA","0.0"
"14962148","01","1435","HUMBERTO ALENCAR CASTELO BRANCO","AVENIDA","0.0"
"18207677","01","691","CAPITAO BENJAMIM ALVES DE BRITO","RUA","0.0"
"18207689","00","160","CONEGO OLIMPIO","RUA","0.0"
"14664428","63","20","PREF TEOFANES FERRAZ T FILH","AVENIDA","0.0"
"67620377","00","200","LICERIO PINHEIRO DE PAULA","RUA","0.0"
"18207726","01","755","DOM ORIONE","RUA","0.0"
"18207737","63","254","CARLOS PADRE HENRIQUE FUSAO","RUA","0.0"
"18207751","01","109","ANTONIO EDUARDO RAMALHO","RUA","0.0"
"18207763","01","98 W","DAS ACACIAS","AVENIDA","0.0"
"18207774","00","23","MANOEL JORGE DA COSTA","RUA","0.0"
"08676933","63","2333","SAO CAETANO","ALAMEDA","0.0"
"18207800","63","350","ROBERTO SILVEIRA","AVENIDA","0.0"
"23528474","00","180","PRESIDENTE VARGAS","RUA","0.0"
"18207823","63","24","XAVANTE, QUADRA 02","RUA","0.0"
"18207838","01","552","das Imbuias","RUA","0.0"
"18207853","00","339","DIAMANTINA","RUA","0.0"
"18207864","00","685","DOUTOR LABIENO DA COSTA MACHADO","AVENIDA","0.0"
"18207873","00","95","JOSE AVELINO","RUA","0.0"
"18207883","01","108","SAIRA-DOURADA","RUA","0.0"
"18207901","01","686","406 B","RUA","0.0"
"18207912","63","07","SAO EUFRASIO","RUA","0.0"
"18207923","00","9935","UNIAO E INDUSTRIA","ESTRADA","0.0"
"18207934","01","89","33","RUA","0.0"
"18207948","01","148","SANTA MARTA","RUA","0.0"
"18207960","00","7","ALONSO CALHAMARES","RUA","0.0"
"18207974","63","10","DESEMBARGADOR JOAO PAES","RUA","0.0"
"18207986","01","704","7 JN","RUA","0.0"
"18207998","63","28","AZALEIAS","RUA","0.0"
"18208008","63","546","IMPERADOR","AVENIDA","0.0"
"18208027","01","240","VITAL BRASIL FILHO","AVENIDA","0.0"
"10449143","63","227","CARLOS BOCAS","RUA","0.0"
"13128934","00","153 S","REALEZA","RUA","0.0"
"18208061","00","341","MARIO CORDEIRO","RUA","0.0"
